acc_id,geohash,acc_long,acc_lat,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,UART,UTYP1,count
13799_2017,u1qcy0,9.766135674000054,52.34082121600005,2017,4,20,3,0,5,3,1
14777_2017,u1qcy0,9.763985477000064,52.34365099700005,2017,5,14,4,0,3,2,1
15311_2017,u1qcy0,9.762534930000072,52.34232598100005,2017,5,14,5,0,2,6,1
15434_2017,u1qcy0,9.764327899000024,52.342738104000034,2017,5,15,2,0,2,6,1
16404_2017,u1qcy0,9.764569552000069,52.34304988100007,2017,6,8,2,0,2,6,1
17801_2017,u1qcy0,9.764090500000068,52.34318528100005,2017,7,2,4,0,3,6,1
18765_2017,u1qcy0,9.765812616000062,52.34308943900003,2017,7,13,5,0,2,6,1
21474_2017,u1qcy0,9.766130122000053,52.34082772000005,2017,9,15,2,1,0,2,1
22802_2017,u1qcy0,9.765296861000023,52.34181213500007,2017,10,22,5,0,6,4,1
22805_2017,u1qcy0,9.76159569300006,52.34209206300005,2017,10,15,5,0,2,6,1
