acc_id,geohash7,acc_long,acc_lat,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,UART,UTYP1,count
71070_2017,u2860rj,11.620695124000065,48.20373807600004,2017,1,21,4,1,8,1,1
84798_2017,u2860rj,11.620656887000052,48.20366255000005,2017,7,15,4,0,2,6,1
86904_2018,u2860rj,11.620178330000046,48.202717248000056,2018,7,18,4,0,2,6,1
71081_2017,u281wsk,11.541334580000068,48.10060166600005,2017,1,16,3,2,2,6,1
75791_2018,u281wsk,11.541296469000034,48.10077134000005,2018,2,9,4,1,0,1,1
87176_2018,u281wsk,11.541300041000055,48.100752554000046,2018,7,8,4,0,2,2,1
64230_2019,u281wsk,11.541297336000072,48.100766782000036,2019,6,21,5,0,5,2,1
77943_2019,u281wsk,11.541298153000074,48.10076248400002,2019,12,14,1,0,5,3,1
71140_2017,u284nhw,11.521970848000025,48.18982665200007,2017,1,19,2,1,4,2,1
96030_2017,u284nhw,11.521975223000029,48.18982559400007,2017,10,18,2,0,5,7,1
99024_2017,u284nhw,11.522290661000055,48.189749326000026,2017,12,14,1,2,1,6,1
99267_2017,u284nhw,11.522270044000035,48.18975431100006,2017,12,22,1,1,1,6,1
74867_2018,u284nhw,11.521950231000064,48.18983163700005,2018,1,8,4,0,5,2,1
53406_2019,u284nhw,11.52322986300004,48.18955159700005,2019,1,16,6,0,2,6,1
56224_2019,u284nhw,11.521939963000026,48.18983412300002,2019,3,11,5,0,5,2,1
59163_2019,u284nhw,11.521982716000025,48.189823785000044,2019,4,14,7,0,4,3,1
71141_2017,u281yx1,11.537429227000075,48.159806994000064,2017,1,17,2,2,0,7,1
92356_2017,u281yx1,11.537415019000035,48.15959760400006,2017,9,22,4,1,6,4,1
185820_2017,u281yx1,11.537805347000074,48.15970155600007,2017,11,12,7,1,0,7,1
82248_2018,u281yx1,11.537557988000062,48.15972185800007,2018,5,18,5,0,5,3,1
85127_2018,u281yx1,11.537556081000044,48.15969264300002,2018,6,17,5,0,5,3,1
93665_2018,u281yx1,11.537557988000062,48.15972185800007,2018,9,16,3,0,0,7,1
172282_2018,u281yx1,11.537276700000064,48.159715963000046,2018,2,8,6,0,5,3,1
71396_2019,u281yx1,11.537425322000045,48.15974778400005,2019,9,15,2,0,2,6,1
71290_2017,u281g96,11.407619572000046,48.12776436700005,2017,1,20,1,1,9,1,1
83007_2018,u281g96,11.407262093000044,48.12799957200007,2018,5,5,2,0,8,1,1
71380_2017,u281tvk,11.50912719300004,48.10612136300006,2017,1,17,2,1,0,6,1
73717_2017,u281tvk,11.508616504000035,48.10586375300005,2017,2,8,4,1,2,6,1
74581_2018,u281tvk,11.508605686000069,48.105858295000075,2018,1,18,4,0,2,6,1
71393_2017,u2838mt,11.619439660000069,48.10767849800004,2017,1,7,1,1,4,6,1
71432_2017,u281y5g,11.517973017000037,48.141446013000056,2017,1,16,7,1,2,6,1
74387_2017,u281y5g,11.518886442000053,48.14136301900003,2017,2,14,3,1,2,7,1
75413_2017,u281y5g,11.518835345000069,48.14128748100006,2017,3,23,4,1,4,2,1
76805_2017,u281y5g,11.517883546000064,48.14145794600006,2017,3,13,5,0,6,4,1
83068_2017,u281y5g,11.518647383000028,48.14130983800004,2017,6,17,3,0,3,2,1
83685_2017,u281y5g,11.518799398000054,48.14137541700006,2017,6,7,5,0,4,3,1
88197_2017,u281y5g,11.518695122000056,48.14130599300006,2017,8,15,6,0,0,2,1
94101_2017,u281y5g,11.518647383000028,48.14130983800004,2017,10,19,2,0,6,2,1
95992_2017,u281y5g,11.518505469000047,48.14137259900008,2017,11,18,7,1,5,2,1
96415_2017,u281y5g,11.518533950000062,48.14136867300005,2017,11,17,7,1,6,2,1
97001_2017,u281y5g,11.518673107000039,48.14139070500005,2017,11,9,6,0,4,2,1
97976_2017,u281y5g,11.518955973000061,48.14127048100005,2017,11,8,3,0,6,3,1
98727_2017,u281y5g,11.518448505000038,48.141380454000064,2017,12,7,2,1,6,2,1
168778_2017,u281y5g,11.518680067000046,48.14105048700003,2017,1,0,1,2,2,6,1
77268_2018,u281y5g,11.51842711000006,48.14138340400008,2018,3,15,4,0,1,6,1
79841_2018,u281y5g,11.518693937000025,48.141388375000076,2018,4,1,5,0,0,2,1
88229_2018,u281y5g,11.51821132200007,48.14141315600006,2018,7,13,6,0,2,6,1
91803_2018,u281y5g,11.518647383000028,48.14130983800004,2018,8,10,4,0,4,2,1
53245_2019,u281y5g,11.517812508000073,48.14146628100008,2019,1,17,4,0,0,7,1
57231_2019,u281y5g,11.518783744000075,48.14137764700008,2019,3,18,2,1,4,2,1
58906_2019,u281y5g,11.51849098200006,48.14137459700004,2019,4,14,2,0,5,3,1
64865_2019,u281y5g,11.517994097000045,48.141443106000054,2019,7,18,2,1,3,6,1
65495_2019,u281y5g,11.518499997000045,48.141373354000045,2019,7,21,4,0,5,2,1
68571_2019,u281y5g,11.518673107000039,48.14139070500005,2019,8,17,3,0,5,3,1
77026_2019,u281y5g,11.518800685000036,48.14129236600007,2019,11,19,6,1,0,7,1
79212_2019,u281y5g,11.518856562000053,48.14128449100008,2019,12,16,2,1,0,6,1
202631_2019,u281y5g,11.518832892000036,48.14170664500006,2019,1,18,4,2,2,6,1
214946_2019,u281y5g,11.518543710000074,48.14088497700003,2019,8,13,6,0,6,4,1
221736_2019,u281y5g,11.518656795000027,48.140955762000026,2019,12,14,3,0,5,2,1
71434_2017,u2839xf,11.671540664000075,48.11963688600008,2017,1,11,7,2,2,6,1
97003_2017,u2839xf,11.671375021000076,48.119654042000036,2017,11,17,6,1,4,2,1
83462_2018,u2839xf,11.671117271000073,48.11955919500008,2018,5,13,2,0,4,2,1
92725_2018,u2839xf,11.671112100000071,48.11968775300005,2018,9,10,7,0,3,2,1
94469_2018,u2839xf,11.671279871000026,48.11966578400006,2018,9,9,6,0,4,2,1
98046_2018,u2839xf,11.671282942000062,48.119665297000026,2018,11,9,4,0,4,2,1
99716_2018,u2839xf,11.671247847000075,48.11967087200003,2018,12,9,7,0,4,2,1
173608_2018,u2839xf,11.671432131000076,48.11983750300004,2018,3,14,2,0,2,6,1
55644_2019,u2839xf,11.671169178000074,48.119552769000045,2019,3,7,6,1,4,2,1
56665_2019,u2839xf,11.671189298000055,48.11967815300005,2019,3,13,6,0,4,2,1
71513_2017,u281v09,11.471395688000028,48.123771807000026,2017,1,11,6,0,0,6,1
100364_2018,u281v09,11.472336336000069,48.12375239600004,2018,12,21,6,1,2,6,1
73708_2019,u281v09,11.471395688000028,48.123771807000026,2019,10,8,3,0,2,6,1
71585_2017,u284hp6,11.42856572900007,48.204526058000056,2017,1,23,5,0,9,1,1
71588_2017,u2838db,11.624730698000064,48.091538916000054,2017,1,18,4,2,9,1,1
82331_2017,u2838db,11.62480468800004,48.09243136500004,2017,6,11,4,0,5,3,1
89435_2017,u2838db,11.62480494600004,48.09243852800006,2017,8,8,6,0,5,3,1
93263_2018,u2838db,11.624803931000033,48.09241035400004,2018,9,20,4,0,5,2,1
53441_2019,u2838db,11.624804613000038,48.09242928000002,2019,1,17,2,1,5,3,1
77358_2019,u2838db,11.624803931000033,48.09241035400004,2019,11,12,4,1,5,3,1
71589_2017,u281w3h,11.530340473000026,48.08214344700007,2017,1,13,4,1,5,3,1
91856_2017,u281w3h,11.531280705000027,48.08266340400007,2017,9,14,2,0,4,7,1
97143_2017,u281w3h,11.530570695000053,48.08226368900007,2017,11,15,3,1,0,1,1
88222_2018,u281w3h,11.531213616000061,48.08261878300005,2018,7,21,1,0,0,7,1
89105_2018,u281w3h,11.530340473000026,48.08214344700007,2018,7,11,4,0,5,3,1
59575_2019,u281w3h,11.530634941000073,48.082296610000064,2019,5,16,5,0,3,2,1
71591_2017,u281vkr,11.491159322000046,48.14426472600008,2017,1,22,4,2,5,3,1
95489_2017,u281vkr,11.49148553200007,48.14423164900006,2017,10,9,6,1,2,6,1
176006_2017,u281vkr,11.491194291000054,48.144391373000076,2017,6,13,1,0,5,5,1
75870_2018,u281vkr,11.491159322000046,48.14426472600008,2018,2,17,3,0,5,3,1
71592_2017,u283dqs,11.706839887000058,48.11200412100004,2017,1,16,4,1,2,6,1
81988_2018,u283dqs,11.706232230000069,48.111991269000036,2018,5,19,2,0,2,6,1
61872_2019,u283dqs,11.706484014000068,48.11207334400007,2019,5,13,3,1,3,5,1
63608_2019,u283dqs,11.706539346000055,48.11206258100003,2019,6,11,4,0,2,6,1
71696_2017,u2862c7,11.639675209000075,48.21536217900008,2017,1,12,7,1,0,7,1
167606_2017,u2862c7,11.638956835000045,48.215831359000035,2017,1,12,1,0,2,6,1
90208_2018,u2862c7,11.638711904000047,48.21598291500004,2018,8,14,3,0,3,6,1
98014_2018,u2862c7,11.639830131000053,48.215050797000075,2018,11,12,4,0,0,6,1
98680_2018,u2862c7,11.639182153000036,48.21509752000002,2018,11,17,1,0,2,6,1
72263_2019,u2862c7,11.639139053000063,48.21511936300004,2019,9,16,1,0,1,6,1
71701_2017,u284ngg,11.551757244000044,48.18595947600005,2017,1,18,6,1,4,2,1
75535_2017,u284ngg,11.551757244000044,48.18595947600005,2017,3,23,7,0,4,2,1
76231_2017,u284ngg,11.551897999000065,48.185750874000064,2017,3,12,4,1,2,6,1
79116_2017,u284ngg,11.551771748000018,48.185929622000074,2017,4,22,4,1,6,2,1
82798_2017,u284ngg,11.551757244000044,48.18595947600005,2017,6,9,6,0,4,2,1
84164_2017,u284ngg,11.551763452000046,48.185946698000066,2017,6,9,6,0,0,7,1
77710_2018,u284ngg,11.551765974000034,48.185941507000045,2018,3,9,6,1,5,2,1
99187_2018,u284ngg,11.551720068000064,48.18602776700003,2018,11,17,3,1,6,4,1
99830_2018,u284ngg,11.551632170000062,48.18600380300006,2018,12,19,7,0,4,2,1
188637_2018,u284ngg,11.551982325000038,48.185963930000064,2018,10,22,2,0,5,2,1
54896_2019,u284ngg,11.55168357900004,48.185907103000034,2019,2,18,7,1,5,7,1
59461_2019,u284ngg,11.551819508000053,48.18585087100007,2019,5,13,5,0,3,7,1
66286_2019,u284ngg,11.551828514000022,48.185839397000045,2019,7,21,7,0,5,2,1
206965_2019,u284ngg,11.551707076000072,48.18596071600007,2019,4,17,5,0,5,3,1
221918_2019,u284ngg,11.551689845000055,48.18596137800006,2019,12,12,6,0,5,2,1
222062_2019,u284ngg,11.551775866000073,48.18596000800005,2019,12,0,7,0,5,2,1
71782_2017,u2839jh,11.651626747000025,48.10462433600002,2017,1,6,5,1,5,2,1
72098_2017,u2839jh,11.651127691000054,48.10483610700004,2017,1,14,3,1,1,7,1
78304_2017,u2839jh,11.651663512000027,48.10454855100005,2017,4,19,3,1,4,2,1
79824_2017,u2839jh,11.651443431000075,48.10454286600003,2017,5,8,3,1,2,6,1
90848_2017,u2839jh,11.65128055100007,48.104601034000034,2017,9,0,7,1,1,6,1
76401_2018,u2839jh,11.651650085000027,48.10450016600005,2018,2,13,5,1,9,7,1
80449_2018,u2839jh,11.651456862000035,48.10471502900003,2018,4,20,7,0,2,3,1
81387_2018,u2839jh,11.651543626000034,48.10450708400003,2018,5,13,6,0,5,3,1
85854_2018,u2839jh,11.651620854000043,48.10441538600002,2018,6,20,1,0,3,2,1
87952_2018,u2839jh,11.651600549000024,48.10465243600005,2018,7,18,5,0,4,2,1
88655_2018,u2839jh,11.651606719000027,48.10438485700008,2018,7,13,5,0,2,3,1
173989_2018,u2839jh,11.652028379000056,48.104437560000065,2018,3,6,3,2,2,6,1
182430_2018,u2839jh,11.651961443000062,48.104464758000056,2018,7,18,3,1,0,1,1
185284_2018,u2839jh,11.651682825000027,48.10467045800005,2018,8,18,2,0,5,3,1
189332_2018,u2839jh,11.651682825000027,48.10467045800005,2018,10,18,1,1,2,6,1
60421_2019,u2839jh,11.651260699000034,48.10460812300005,2019,5,15,7,1,2,6,1
71784_2017,u281xvt,11.597628963000036,48.10720631700008,2017,1,7,5,2,3,7,1
83463_2018,u281xvt,11.598069629000065,48.107289450000046,2018,5,10,2,0,4,6,1
96107_2018,u281xvt,11.598292393000063,48.10733137900007,2018,10,17,6,0,5,7,1
75334_2019,u281xvt,11.598133694000067,48.10730429800003,2019,10,8,4,1,8,1,1
75415_2019,u281xvt,11.598738461000039,48.10742907300005,2019,11,10,4,0,5,3,1
71846_2017,u284pfs,11.596082192000036,48.17913057900007,2017,1,18,5,1,2,6,1
172608_2017,u284pfs,11.596301167000036,48.17785854100004,2017,4,16,1,0,4,6,1
184784_2017,u284pfs,11.596339232000046,48.178811302000035,2017,10,15,6,0,5,3,1
71940_2017,u283b73,11.614741803000074,48.13852868500004,2017,1,19,3,0,7,1,1
72486_2017,u283b73,11.614749439000034,48.13860988700003,2017,1,8,3,0,2,6,1
73132_2017,u283b73,11.614531327000066,48.138295269000025,2017,1,10,2,0,8,7,1
79405_2017,u283b73,11.61460450900006,48.139072667000036,2017,5,17,2,0,2,6,1
175628_2017,u283b73,11.614839127000039,48.13928638100003,2017,6,11,5,0,5,3,1
181889_2017,u283b73,11.614871761000074,48.13816398500007,2017,9,18,2,0,2,6,1
183306_2017,u283b73,11.614738208000064,48.13926274800008,2017,10,15,4,0,6,4,1
185128_2017,u283b73,11.614673511000035,48.13817183300006,2017,11,4,7,1,1,6,1
80980_2018,u283b73,11.614535998000063,48.13834489600004,2018,4,11,4,0,2,6,1
178806_2018,u283b73,11.614853078000069,48.139285795000035,2018,5,22,5,0,5,3,1
184779_2018,u283b73,11.614637747000074,48.13809189800002,2018,8,18,7,0,4,2,1
204153_2019,u283b73,11.61500902900002,48.13815859500005,2019,2,13,6,0,2,6,1
212927_2019,u283b73,11.614816572000056,48.13928707700006,2019,7,15,5,0,5,3,1
219530_2019,u283b73,11.614634990000068,48.13813679800006,2019,10,13,7,0,3,2,1
71941_2017,u281y6h,11.530824996000035,48.13118161500007,2017,1,11,3,1,5,7,1
79312_2017,u281y6h,11.530651871000032,48.13136532400007,2017,5,17,3,0,0,7,1
82210_2017,u281y6h,11.530779455000072,48.13115406600008,2017,6,11,5,0,5,2,1
83207_2017,u281y6h,11.530848207000075,48.131863285000065,2017,6,15,2,0,3,6,1
172221_2017,u281y6h,11.530727152000056,48.13123027300002,2017,4,18,7,1,5,2,1
182202_2017,u281y6h,11.530818594000039,48.13116426000005,2017,9,11,2,1,5,3,1
189277_2018,u281y6h,11.530833369000053,48.13115315400006,2018,10,18,4,1,2,6,1
71943_2017,u281vsn,11.500406901000074,48.143434742000075,2017,1,19,3,1,3,6,1
92113_2017,u281vsn,11.500962490000065,48.14340031200004,2017,9,4,1,0,7,1,1
98938_2017,u281vsn,11.50030018800004,48.14333431600005,2017,12,8,2,1,3,6,1
74439_2018,u281vsn,11.501025412000045,48.14322957800005,2018,1,19,1,0,0,7,1
82420_2018,u281vsn,11.500249213000073,48.14334167700007,2018,5,17,3,0,0,7,1
88128_2018,u281vsn,11.500336118000064,48.14343958500007,2018,7,13,6,0,2,6,1
95491_2018,u281vsn,11.500596524000061,48.14329151900007,2018,10,8,3,0,3,6,1
100096_2018,u281vsn,11.500737598000054,48.14327114500002,2018,11,20,5,0,2,6,1
52968_2019,u281vsn,11.500387829000035,48.14343604700007,2019,1,20,7,2,6,4,1
62766_2019,u281vsn,11.500417026000035,48.143317442000075,2019,6,19,6,0,4,7,1
70606_2019,u281vsn,11.500385677000056,48.14332196900006,2019,9,13,5,1,3,6,1
76751_2019,u281vsn,11.501093735000039,48.14321971000004,2019,11,13,7,0,3,6,1
71999_2017,u284nf1,11.548004222000033,48.176151918000066,2017,1,7,2,1,2,6,1
75548_2017,u284nf1,11.549201958000026,48.17626583100008,2017,3,20,2,0,2,6,1
92189_2017,u284nf1,11.549135352000064,48.17626656200007,2017,9,20,5,0,1,6,1
98709_2018,u284nf1,11.548825916000053,48.17626995800003,2018,11,19,4,0,2,6,1
55259_2019,u284nf1,11.548142351000026,48.17615051200005,2019,2,12,7,0,5,3,1
67656_2019,u284nf1,11.548127049000072,48.176278850000074,2019,8,16,5,0,2,6,1
69423_2019,u284nf1,11.548112329000045,48.17627902700008,2019,8,16,2,0,2,6,1
204340_2019,u284nf1,11.548004222000033,48.176151918000066,2019,2,13,1,0,6,6,1
72000_2017,u284nkn,11.533539361000063,48.18710452200003,2017,1,13,2,1,3,2,1
76769_2017,u284nkn,11.534197156000063,48.18704687500008,2017,3,11,2,0,1,5,1
76795_2017,u284nkn,11.533935725000047,48.18706770800002,2017,3,15,5,0,6,4,1
77563_2017,u284nkn,11.533867268000051,48.18700589600007,2017,4,16,3,1,5,2,1
79559_2017,u284nkn,11.533651488000032,48.18709413600004,2017,5,17,2,1,5,2,1
79840_2017,u284nkn,11.534056511000076,48.18705683300004,2017,5,17,3,0,8,6,1
85502_2017,u284nkn,11.533577602000037,48.18710151200003,2017,7,13,1,0,6,4,1
86586_2017,u284nkn,11.534024397000053,48.187059724000044,2017,7,11,3,0,1,6,1
88896_2017,u284nkn,11.533091679000053,48.187071923000076,2017,8,9,2,0,2,6,1
89734_2017,u284nkn,11.534118794000053,48.18705242300007,2017,8,22,1,0,1,5,1
91106_2017,u284nkn,11.533510811000042,48.18703902500005,2017,9,9,1,1,5,3,1
80970_2018,u284nkn,11.533871161000034,48.18700554500003,2018,4,22,4,0,5,2,1
87361_2018,u284nkn,11.533572676000064,48.187101900000066,2018,7,15,2,0,6,4,1
97311_2018,u284nkn,11.533539243000064,48.187104532000035,2018,10,14,7,1,0,6,1
97870_2018,u284nkn,11.533585467000025,48.18703316500007,2018,11,19,7,0,5,3,1
176009_2018,u284nkn,11.533667441000034,48.18698479900007,2018,4,16,4,0,4,6,1
58569_2019,u284nkn,11.53395450000005,48.18706601700006,2019,4,15,4,0,1,6,1
59129_2019,u284nkn,11.533970817000068,48.18699655900008,2019,4,14,4,0,6,7,1
59345_2019,u284nkn,11.533739611000044,48.18708536400003,2019,5,12,5,0,5,3,1
71624_2019,u284nkn,11.533572440000055,48.187101919000035,2019,9,9,7,0,5,3,1
72088_2017,u2860k1,11.614808534000074,48.18687128100005,2017,1,14,4,2,0,1,1
72089_2017,u28605e,11.606399928000029,48.18450532000002,2017,1,3,4,1,6,7,1
72096_2017,u284m2e,11.485134505000074,48.21145176400006,2017,1,7,3,2,2,6,1
88748_2018,u284m2e,11.484929867000062,48.212055815000035,2018,7,17,3,1,2,6,1
90664_2018,u284m2e,11.485024528000054,48.21150020500005,2018,8,17,3,0,3,6,1
67752_2019,u284m2e,11.485017360000025,48.21165229500008,2019,7,11,4,1,2,6,1
73385_2019,u284m2e,11.485117659000025,48.21173156000002,2019,10,21,4,0,5,2,1
72097_2017,u284q6h,11.531162630000038,48.21998853500002,2017,1,5,3,1,6,4,1
89588_2018,u284q6h,11.530885917000036,48.21937933600003,2018,7,4,1,0,8,5,1
72163_2017,u284pcs,11.596885675000069,48.17359211700006,2017,1,18,2,1,3,6,1
77559_2017,u284pcs,11.59737185000006,48.17334505500002,2017,4,7,3,0,3,2,1
86582_2017,u284pcs,11.597433249000066,48.173529579000046,2017,7,21,3,0,4,2,1
187101_2018,u284pcs,11.597076972000025,48.17321608100008,2018,9,6,6,0,5,3,1
188328_2018,u284pcs,11.59718523600003,48.17316123800003,2018,10,20,5,0,4,2,1
58795_2019,u284pcs,11.597018680000074,48.173245654000034,2019,4,9,3,0,5,2,1
72164_2017,u283b9r,11.634309264000025,48.12735500400004,2017,1,6,2,2,1,6,1
87799_2017,u283b9r,11.634468167000025,48.12741762500008,2017,7,18,2,0,5,3,1
92868_2017,u283b9r,11.634200418000034,48.12747078100006,2017,9,14,2,0,0,6,1
85200_2018,u283b9r,11.634241127000053,48.127462700000066,2018,6,14,5,0,5,2,1
54785_2019,u283b9r,11.634448397000027,48.127421550000065,2019,2,16,5,0,5,2,1
59133_2019,u283b9r,11.634473336000042,48.12732257900007,2019,4,15,4,0,5,2,1
61558_2019,u283b9r,11.63378919400003,48.12755984100005,2019,5,10,5,0,6,4,1
67896_2019,u283b9r,11.633328633000074,48.12766093000005,2019,7,17,3,0,0,7,1
72251_2017,u283ce2,11.668621721000022,48.138355295000046,2017,1,1,2,2,2,6,1
68559_2019,u283ce2,11.66748646700006,48.13839754900005,2019,8,14,4,1,2,6,1
72255_2017,u281wnh,11.51965852500007,48.10980553400003,2017,1,21,1,2,1,5,1
97313_2017,u281wnh,11.51965852500007,48.10980553400003,2017,11,15,4,0,1,6,1
99805_2017,u281wnh,11.519535021000026,48.110069324000044,2017,12,16,7,0,5,3,1
168727_2017,u281wnh,11.519963693000026,48.10976499700008,2017,1,7,2,1,6,4,1
87360_2018,u281wnh,11.519963693000026,48.10976499700008,2018,7,17,1,0,5,3,1
173134_2018,u281wnh,11.519876312000065,48.109769938000056,2018,2,20,6,1,5,3,1
56605_2019,u281wnh,11.519663578000063,48.10975103700007,2019,3,0,6,1,8,1,1
61340_2019,u281wnh,11.519963693000026,48.10976499700008,2019,5,20,6,0,5,3,1
209011_2019,u281wnh,11.519930826000063,48.10976685600008,2019,5,9,1,0,5,3,1
72256_2017,u2838nn,11.610960336000064,48.109814590000035,2017,1,9,1,2,8,1,1
86652_2018,u2838nn,11.611061793000033,48.10985142400006,2018,7,17,2,0,2,6,1
72257_2017,u284pwu,11.585482743000055,48.20116601500007,2017,1,20,1,1,6,4,1
75621_2017,u284pwu,11.585545320000053,48.20149504400008,2017,3,12,6,0,5,3,1
76810_2017,u284pwu,11.585702948000062,48.20232383000007,2017,3,17,5,0,5,3,1
79972_2018,u284pwu,11.585705077000055,48.20233501900003,2018,4,17,3,1,0,1,1
97869_2018,u284pwu,11.585660572000053,48.20210102200007,2018,10,17,3,1,4,6,1
53709_2019,u284pwu,11.585659233000055,48.20209398500002,2019,2,21,6,0,2,6,1
53873_2019,u284pwu,11.585540666000044,48.20246959100007,2019,1,10,7,2,5,7,1
72258_2017,u2838jc,11.604032633000033,48.108545812000045,2017,1,20,1,1,4,2,1
85712_2017,u2838jc,11.604019754000035,48.10854400900007,2017,7,23,7,1,0,1,1
96327_2017,u2838jc,11.604090409000035,48.10855354800003,2017,11,21,6,1,4,2,1
97160_2017,u2838jc,11.603401319000056,48.10845868100006,2017,11,8,5,2,5,3,1
91242_2018,u2838jc,11.604191702000037,48.10856607200002,2018,8,7,3,0,1,6,1
92046_2018,u2838jc,11.604096056000063,48.10855424700003,2018,9,11,7,1,5,2,1
173919_2018,u2838jc,11.604073887000027,48.108504720000035,2018,3,22,2,2,5,2,1
62397_2019,u2838jc,11.604248712000071,48.108573122000045,2019,6,9,3,0,3,2,1
68663_2019,u2838jc,11.603890718000061,48.108525937000074,2019,8,7,4,0,2,6,1
72451_2019,u2838jc,11.603928872000036,48.10853128100007,2019,9,17,6,0,5,2,1
73310_2019,u2838jc,11.603628998000033,48.108489282000036,2019,10,8,7,0,2,6,1
75117_2019,u2838jc,11.604093726000032,48.108553958000066,2019,11,19,7,0,5,3,1
76454_2019,u2838jc,11.603844693000042,48.10851949100005,2019,11,17,7,0,6,4,1
77387_2019,u2838jc,11.603361952000055,48.10845339000008,2019,12,19,1,0,2,6,1
206132_2019,u2838jc,11.603982133000045,48.109098837000026,2019,3,14,6,0,1,7,1
72259_2017,u28455p,11.392207026000055,48.18085841400006,2017,1,4,1,2,8,1,1
72260_2017,u281xt3,11.581372474000034,48.10581922900008,2017,1,0,1,1,3,6,1
186770_2017,u281xt3,11.581766985000055,48.10594628100006,2017,12,9,4,0,0,3,1
186943_2017,u281xt3,11.581665278000061,48.105880607000074,2017,12,11,4,0,5,3,1
77202_2018,u281xt3,11.582299683000032,48.10508675600005,2018,3,10,5,0,2,7,1
81065_2018,u281xt3,11.581636403000061,48.10590965600005,2018,4,14,5,0,5,3,1
81423_2018,u281xt3,11.581636566000045,48.10590949200007,2018,5,12,5,0,5,3,1
82414_2018,u281xt3,11.581653902000024,48.10589205100007,2018,5,8,1,0,5,3,1
176532_2018,u281xt3,11.581740299000044,48.105929050000036,2018,5,19,5,0,0,7,1
76868_2019,u281xt3,11.581432533000054,48.10575215400007,2019,11,10,4,0,5,2,1
220396_2019,u281xt3,11.581665278000061,48.105880607000074,2019,11,9,2,0,5,3,1
72286_2017,u281v0t,11.477425675000065,48.12369935600003,2017,1,8,5,0,2,7,1
98517_2018,u281v0t,11.477694213000063,48.12369651600005,2018,11,12,2,0,9,1,1
72361_2017,u281wqq,11.533992320000038,48.110812612000075,2017,1,7,4,0,5,2,1
170937_2017,u281wqq,11.534096945000046,48.11082184000002,2017,3,15,4,0,5,2,1
86773_2018,u281wqq,11.534197475000045,48.11082726700005,2018,6,19,7,0,1,7,1
179205_2018,u281wqq,11.534089099000028,48.11086502500007,2018,6,14,6,0,3,2,1
191733_2018,u281wqq,11.533984642000064,48.11144933000002,2018,12,8,6,0,5,3,1
191747_2018,u281wqq,11.534078815000045,48.11092162700004,2018,12,6,6,0,0,3,1
202951_2019,u281wqq,11.53409288000006,48.110844214000046,2019,1,9,7,2,5,3,1
216085_2019,u281wqq,11.534039421000044,48.11142762100008,2019,8,18,3,0,5,3,1
219260_2019,u281wqq,11.534122061000064,48.111435682000035,2019,10,8,3,0,6,7,1
72366_2017,u284neu,11.54114792300004,48.185366232000035,2017,1,8,4,1,2,6,1
72414_2017,u284kbq,11.467791831000055,48.20958877700007,2017,1,10,3,1,3,6,1
79952_2017,u284kbq,11.467791831000055,48.20958877700007,2017,5,10,1,0,2,6,1
93629_2017,u284kbq,11.467100315000039,48.20962271300005,2017,10,9,2,1,9,7,1
87221_2018,u284kbq,11.467791831000055,48.20958877700007,2018,7,14,3,0,3,6,1
97153_2018,u284kbq,11.467791831000055,48.20958877700007,2018,10,10,6,0,3,6,1
72425_2017,u281uwz,11.457647539000053,48.157648245000075,2017,1,9,2,2,8,3,1
79230_2017,u281uwz,11.45760929100004,48.158097328000046,2017,5,16,4,0,2,6,1
72428_2017,u281t3u,11.487377054000035,48.085973609000064,2017,1,11,2,1,5,3,1
86249_2017,u281t3u,11.487389650000068,48.08645140900006,2017,7,8,7,1,5,3,1
91496_2017,u281t3u,11.487381898000026,48.086453072000026,2017,9,18,4,1,5,3,1
100101_2017,u281t3u,11.487458117000074,48.08643811600007,2017,12,7,4,0,5,3,1
76380_2018,u281t3u,11.487411314000044,48.08610810500005,2018,2,12,3,2,5,3,1
76770_2018,u281t3u,11.487434952000058,48.08644248600008,2018,2,12,6,1,5,3,1
80353_2018,u281t3u,11.487039773000047,48.08656952800004,2018,4,21,2,0,0,7,1
88012_2018,u281t3u,11.487404171000035,48.086448292000064,2018,7,10,6,0,5,3,1
89582_2018,u281t3u,11.487480146000054,48.085932795000076,2018,7,20,1,0,5,3,1
100442_2018,u281t3u,11.487404171000035,48.086448292000064,2018,12,18,6,0,5,3,1
72783_2019,u281t3u,11.487450949000044,48.08643946800004,2019,10,8,2,1,5,3,1
72485_2017,u281uwx,11.457676916000025,48.15653040300003,2017,1,16,3,1,1,6,1
168857_2017,u281uwx,11.457634360000045,48.15636432800005,2017,2,12,7,0,2,6,1
185976_2017,u281uwx,11.458735881000054,48.15694205100005,2017,11,14,2,0,1,5,1
58391_2019,u281uwx,11.457714613000064,48.15680393600008,2019,4,15,5,0,5,2,1
66480_2019,u281uwx,11.457684285000026,48.15658387000008,2019,7,8,6,0,2,6,1
72514_2017,u2838q1,11.615131340000062,48.10959080200008,2017,1,7,2,0,1,6,1
81359_2017,u2838q1,11.61482729100004,48.10933915800007,2017,5,9,2,0,3,6,1
65376_2019,u2838q1,11.61502504200007,48.10914699700004,2019,7,15,3,0,2,6,1
72631_2017,u284jqz,11.49149151000006,48.201572095000074,2017,1,7,6,0,4,7,1
74706_2017,u284jqz,11.490974490000045,48.20200989900008,2017,2,16,7,0,1,6,1
78649_2018,u284jqz,11.491646900000037,48.20124272600003,2018,3,17,6,0,2,7,1
