acc_id,geohash7,acc_long,acc_lat,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,UART,UTYP1,count
173005_2017,u281vfb,11.502891068000054,48.13525162100007,2017,5,9,3,0,6,4,1
173014_2017,u281vfb,11.502910435000048,48.13563830100002,2017,5,9,3,1,0,7,1
173425_2017,u281vfb,11.502915185000065,48.13584368900007,2017,5,14,7,0,6,4,1
179471_2017,u281vfb,11.50308838600006,48.13535727200007,2017,7,16,6,0,5,3,1
179596_2017,u281vfb,11.503235478000025,48.13535558500007,2017,8,17,4,0,6,4,1
185108_2017,u281vfb,11.503235794000034,48.13535558100006,2017,11,17,1,1,6,2,1
185129_2017,u281vfb,11.502915601000039,48.135861669000064,2017,11,12,7,0,6,4,1
187234_2017,u281vfb,11.503032527000071,48.13538941600007,2017,12,17,2,0,2,7,1
187236_2017,u281vfb,11.502893778000045,48.13530477600006,2017,12,21,2,0,0,7,1
172494_2018,u281vfb,11.503182395000069,48.135356194000046,2018,2,18,7,1,3,2,1
177895_2018,u281vfb,11.503058858000033,48.13618959300004,2018,5,12,7,0,6,4,1
178301_2018,u281vfb,11.50305486600007,48.13604420800005,2018,5,13,6,0,2,6,1
182519_2018,u281vfb,11.503039047000073,48.13554067000007,2018,7,9,6,0,5,2,1
183770_2018,u281vfb,11.503195505000065,48.13535604300006,2018,8,14,4,0,3,2,1
190756_2018,u281vfb,11.50289196500006,48.135269218000076,2018,11,15,6,0,5,2,1
205367_2019,u281vfb,11.503032527000071,48.13538941600007,2019,3,12,4,0,5,3,1
205584_2019,u281vfb,11.503036826000027,48.13548676300008,2019,3,17,4,0,5,7,1
206638_2019,u281vfb,11.503195189000053,48.13535604700007,2019,4,19,1,0,3,2,1
207870_2019,u281vfb,11.50305562500006,48.13607184400007,2019,5,14,6,1,2,7,1
211650_2019,u281vfb,11.502892460000055,48.13527892700007,2019,6,16,5,0,4,2,1
218107_2019,u281vfb,11.503038677000065,48.135531685000046,2019,9,13,1,0,4,2,1
220814_2019,u281vfb,11.502965332000036,48.13539056500008,2019,11,16,4,1,6,4,1
222494_2019,u281vfb,11.503069937000019,48.136592975000035,2019,12,14,2,0,2,6,1
167953_2017,u281z4q,11.566659127000037,48.13356430400006,2017,1,3,1,2,6,4,1
170537_2017,u281z4q,11.566565884000056,48.13353853300004,2017,3,13,1,0,2,6,1
173550_2017,u281z4q,11.567115389000035,48.13255699900004,2017,5,15,5,0,5,3,1
178730_2017,u281z4q,11.566416870000069,48.13323635400008,2017,7,14,3,0,3,7,1
172385_2018,u281z4q,11.566484475000038,48.13326236800003,2018,2,14,2,0,2,6,1
176404_2018,u281z4q,11.566997792000056,48.13349430500006,2018,4,15,7,0,1,5,1
181682_2018,u281z4q,11.566827300000055,48.13302077700008,2018,7,0,7,1,6,4,1
187897_2018,u281z4q,11.566843985000048,48.133329730000064,2018,10,10,5,0,4,3,1
189220_2018,u281z4q,11.566930623000074,48.13318346200003,2018,10,15,2,0,0,7,1
203090_2019,u281z4q,11.566424277000067,48.13338422400005,2019,1,1,5,0,5,3,1
206968_2019,u281z4q,11.566087821000053,48.13325563500007,2019,4,14,5,0,3,6,1
208177_2019,u281z4q,11.56654866200006,48.13342938500006,2019,5,22,5,0,3,6,1
209706_2019,u281z4q,11.566429728000061,48.133241302000044,2019,6,22,3,0,6,4,1
209808_2019,u281z4q,11.566801386000064,48.13337007600006,2019,6,11,2,0,3,2,1
210718_2019,u281z4q,11.566856071000075,48.13297607700007,2019,6,10,4,0,3,2,1
211149_2019,u281z4q,11.566728775000055,48.133346502000045,2019,6,4,1,1,5,3,1
211673_2019,u281z4q,11.566513202000067,48.133416555000046,2019,6,16,7,0,5,2,1
214730_2019,u281z4q,11.566777570000054,48.133100787000046,2019,8,18,1,0,5,3,1
220310_2019,u281z4q,11.566436606000025,48.13338884300003,2019,11,16,7,0,5,3,1
221921_2019,u281z4q,11.566876749000073,48.13346015500008,2019,12,13,6,0,5,7,1
167954_2017,u281xx3,11.581045309000045,48.11662480300004,2017,1,8,1,2,4,1,1
178450_2017,u281xx3,11.581478019000034,48.117012617000064,2017,7,11,7,0,3,5,1
187725_2017,u281xx3,11.581750702000024,48.117256659000084,2017,12,13,3,1,1,5,1
178270_2018,u281xx3,11.58100255100004,48.11601938200005,2018,5,13,4,0,0,7,1
183982_2018,u281xx3,11.581301188000054,48.11685407400006,2018,8,10,1,0,0,5,1
167971_2017,u281z5j,11.564747242000067,48.13753648600005,2017,1,3,7,0,6,4,1
169666_2017,u281z5j,11.564563788000045,48.13740492100004,2017,3,14,6,0,5,2,1
172248_2017,u281z5j,11.564626021000038,48.13684091400006,2017,4,20,6,0,3,6,1
172951_2017,u281z5j,11.564748900000039,48.137545558000056,2017,5,14,4,0,1,5,1
173904_2017,u281z5j,11.565210302000024,48.13709762100007,2017,5,1,1,0,6,4,1
174192_2017,u281z5j,11.565185915000026,48.136912989000045,2017,5,11,4,0,6,7,1
175494_2017,u281z5j,11.564743631000054,48.13751672700005,2017,6,3,7,1,6,4,1
180561_2017,u281z5j,11.564641166000055,48.13692881200007,2017,8,23,7,0,3,7,1
187344_2017,u281z5j,11.565487736000025,48.13791675700003,2017,12,14,6,0,5,2,1
171534_2018,u281z5j,11.56456416900005,48.13740492100004,2018,1,12,2,0,6,4,1
172439_2018,u281z5j,11.564657914000065,48.13740492100004,2018,1,2,4,0,5,3,1
177181_2018,u281z5j,11.565325844000027,48.13785292300002,2018,5,13,3,0,5,7,1
177458_2018,u281z5j,11.565219614000055,48.13716149000004,2018,5,10,1,0,3,6,1
179883_2018,u281z5j,11.56530542400003,48.137727875000046,2018,6,19,5,0,3,6,1
180650_2018,u281z5j,11.564840425000055,48.137408880000066,2018,6,18,6,0,5,3,1
183753_2018,u281z5j,11.564727447000053,48.13742818300005,2018,8,18,4,0,5,3,1
183834_2018,u281z5j,11.564640747000055,48.13692638500004,2018,8,19,2,0,0,3,1
184198_2018,u281z5j,11.56548639500005,48.137913310000044,2018,8,17,5,0,5,3,1
185853_2018,u281z5j,11.564960815000065,48.13741989900007,2018,9,11,3,1,6,4,1
188628_2018,u281z5j,11.565248309000024,48.13735828200004,2018,10,19,2,0,6,4,1
190896_2018,u281z5j,11.564671654000053,48.137404920000044,2018,11,16,2,1,5,3,1
191724_2018,u281z5j,11.56475217700006,48.13756348600003,2018,12,12,4,0,1,6,1
204410_2019,u281z5j,11.564510883000025,48.13740492200003,2019,2,20,5,0,1,6,1
206079_2019,u281z5j,11.565475805000062,48.13791399300004,2019,3,13,7,0,0,2,1
207624_2019,u281z5j,11.565000679000034,48.137426438000034,2019,4,10,7,0,5,3,1
207645_2019,u281z5j,11.565100088000063,48.13744672300004,2019,5,11,4,0,3,6,1
210799_2019,u281z5j,11.564644249000025,48.13740492100004,2019,6,7,3,0,3,3,1
213028_2019,u281z5j,11.56548775300007,48.13791322200007,2019,7,5,4,0,5,6,1
213775_2019,u281z5j,11.564617379000024,48.13740492100004,2019,7,9,5,0,5,3,1
217085_2019,u281z5j,11.565154977000075,48.13663414200005,2019,9,22,6,0,6,4,1
218292_2019,u281z5j,11.564748860000064,48.137545339000035,2019,10,17,6,0,0,1,1
218472_2019,u281z5j,11.565430462000053,48.13791691600005,2019,10,12,3,0,6,4,1
222562_2019,u281z5j,11.564725414000065,48.13741706100007,2019,12,22,6,0,5,3,1
167972_2017,u281xru,11.575319334000028,48.11949090700006,2017,1,6,7,1,5,3,1
168007_2017,u281xru,11.575346034000065,48.11949603600005,2017,1,15,5,1,3,2,1
176769_2017,u281xru,11.575325373000055,48.119488429000064,2017,6,23,3,0,5,3,1
177462_2017,u281xru,11.574805658000061,48.118774127000044,2017,7,11,7,0,2,6,1
180113_2017,u281xru,11.575368737000074,48.11952803500003,2017,8,12,5,0,2,6,1
180750_2017,u281xru,11.575346034000065,48.11949603600005,2017,8,23,6,1,5,3,1
180751_2017,u281xru,11.575346034000065,48.11949603600005,2017,8,22,6,1,5,3,1
181993_2017,u281xru,11.57539757500007,48.11956868500005,2017,9,9,3,1,5,2,1
175510_2018,u281xru,11.574878497000046,48.11967184700006,2018,4,10,6,0,6,7,1
177352_2018,u281xru,11.575351226000063,48.11950335400008,2018,5,17,2,0,6,4,1
180212_2018,u281xru,11.575313297000037,48.11949338600005,2018,6,8,4,0,5,3,1
180990_2018,u281xru,11.575343344000034,48.11949224400007,2018,7,21,1,0,5,2,1
190455_2018,u281xru,11.574114188000069,48.12010946700008,2018,11,16,4,1,5,2,1
192144_2018,u281xru,11.575348537000025,48.119499562000044,2018,12,13,6,0,4,2,1
203840_2019,u281xru,11.574608096000075,48.11978283000008,2019,2,18,7,0,2,6,1
204847_2019,u281xru,11.575351227000056,48.11950335500007,2019,3,19,7,0,5,3,1
205171_2019,u281xru,11.575389882000024,48.11955784100007,2019,3,18,1,1,5,2,1
208692_2019,u281xru,11.575305913000026,48.11949641600006,2019,5,0,1,0,0,1,1
211654_2019,u281xru,11.574847303000073,48.11968465000007,2019,6,13,5,0,3,6,1
213213_2019,u281xru,11.57535372800004,48.11950688100006,2019,7,13,4,0,5,2,1
215480_2019,u281xru,11.575356229000022,48.11951040600008,2019,8,17,1,0,4,2,1
219004_2019,u281xru,11.574595677000046,48.11978792800005,2019,10,13,6,0,6,4,1
221696_2019,u281xru,11.575354796000054,48.11947647900007,2019,12,6,4,0,5,3,1
167974_2017,u281tc0,11.503802307000058,48.08240933500008,2017,1,11,7,2,1,6,1
175889_2017,u281tc0,11.503837000000033,48.08206959600005,2017,6,15,2,0,6,2,1
179548_2017,u281tc0,11.503801224000027,48.08203138500005,2017,7,14,5,1,4,2,1
184849_2017,u281tc0,11.503832654000066,48.082112152000036,2017,10,15,7,0,6,2,1
171351_2018,u281tc0,11.503654459000074,48.082009550000066,2018,1,5,4,0,5,3,1
171670_2018,u281tc0,11.502696436000063,48.081692267000044,2018,1,15,3,1,5,3,1
173493_2018,u281tc0,11.503656755000064,48.08197858700004,2018,3,20,6,1,6,4,1
177316_2018,u281tc0,11.503656755000064,48.08197858700004,2018,5,8,7,0,5,7,1
204619_2019,u281tc0,11.503835228000073,48.08208695200005,2019,3,8,6,1,6,2,1
167975_2017,u283f46,11.693435467000027,48.133475059000034,2017,1,15,7,1,1,6,1
184818_2017,u283f46,11.692245941000069,48.13345393800006,2017,10,21,1,0,5,3,1
168004_2017,u281yvn,11.555749225000055,48.14811766100007,2017,1,7,5,1,5,2,1
171943_2017,u281yvn,11.555491369000038,48.14776888300002,2017,4,10,2,0,4,2,1
174778_2017,u281yvn,11.555654177000065,48.14798365700005,2017,5,19,2,0,5,3,1
186136_2017,u281yvn,11.555747073000074,48.14811433700004,2017,11,19,5,0,5,2,1
179213_2018,u281yvn,11.556113285000038,48.14799979900005,2018,6,8,5,0,3,2,1
204097_2019,u281yvn,11.555718911000042,48.148070828000066,2019,2,9,7,0,4,2,1
209813_2019,u281yvn,11.555728103000035,48.14808503000007,2019,6,9,4,0,5,3,1
212617_2019,u281yvn,11.554999433000035,48.14817870100006,2019,7,12,3,0,3,2,1
218025_2019,u281yvn,11.555891074000044,48.148032334000035,2019,9,17,2,0,5,3,1
168005_2017,u281zt3,11.581189372000036,48.15008177900006,2017,1,15,5,1,5,3,1
171773_2017,u281zt3,11.581000475000053,48.14993142300006,2017,4,20,1,0,6,4,1
176463_2017,u281zt3,11.58116397200007,48.15008433200006,2017,6,15,5,0,5,7,1
177591_2017,u281zt3,11.581229938000035,48.15007895500002,2017,7,11,5,0,3,2,1
179110_2017,u281zt3,11.58116397200007,48.15008433200006,2017,7,14,4,1,5,3,1
181681_2018,u281zt3,11.581005748000052,48.149942304000035,2018,7,23,7,0,0,7,1
205535_2019,u281zt3,11.581185282000035,48.150082190000035,2019,3,20,5,0,5,3,1
207666_2019,u281zt3,11.581178363000047,48.15030493000007,2019,4,11,2,1,0,7,1
168006_2017,u284h8m,11.454632840000045,48.16611174300005,2017,1,13,5,0,0,6,1
186461_2017,u284h8m,11.455409050000071,48.166213111000054,2017,12,19,6,1,2,6,1
181558_2018,u284h8m,11.455351546000033,48.16651218900007,2018,7,13,6,1,3,1,1
213071_2019,u284h8m,11.45535149400007,48.16651204500005,2019,7,19,3,0,3,6,1
218999_2019,u284h8m,11.454863259000035,48.16614206500003,2019,10,16,6,0,5,3,1
168008_2017,u281zks,11.57470307400007,48.145701004000045,2017,1,5,5,1,6,4,1
170583_2017,u281zks,11.575056218000045,48.14563187100004,2017,3,10,6,0,0,6,1
172551_2017,u281zks,11.574819681000063,48.14534045600004,2017,5,12,2,0,0,7,1
177592_2017,u281zks,11.575352705000055,48.145626244000034,2017,7,19,5,0,3,6,1
178147_2017,u281zks,11.574713775000074,48.14551958200008,2017,7,10,4,0,3,6,1
178229_2017,u281zks,11.574618792000024,48.145530562000026,2017,7,15,3,0,3,6,1
185748_2017,u281zks,11.575060960000027,48.14563078400003,2017,11,9,2,1,2,6,1
175570_2018,u281zks,11.574511327000039,48.14555060500004,2018,4,17,4,0,5,6,1
184210_2018,u281zks,11.574359335000056,48.144863500000035,2018,8,20,5,1,3,7,1
191989_2018,u281zks,11.574643945000048,48.145527654000034,2018,12,8,5,0,5,3,1
203264_2019,u281zks,11.574630908000074,48.14552916100007,2019,1,18,7,0,0,2,1
211216_2019,u281zks,11.574666266000063,48.14570820300002,2019,6,16,4,0,5,3,1
215161_2019,u281zks,11.574521221000055,48.14554866000003,2019,8,18,4,0,3,6,1
168009_2017,u284p0t,11.565006942000025,48.16789358300008,2017,1,16,5,2,5,2,1
175018_2017,u284p0t,11.564863881000063,48.16769388400007,2017,6,8,5,0,1,6,1
177579_2017,u284p0t,11.564924822000025,48.16739477700003,2017,7,16,5,0,2,6,1
179123_2017,u284p0t,11.565247466000073,48.16786253200007,2017,7,17,4,1,5,2,1
180301_2017,u284p0t,11.564717481000061,48.168003638000066,2017,8,19,2,0,4,2,1
181487_2017,u284p0t,11.565122838000036,48.16787233100007,2017,9,11,6,1,6,2,1
182921_2017,u284p0t,11.565171656000075,48.16786724800005,2017,9,10,7,0,4,2,1
182922_2017,u284p0t,11.564858150000074,48.16798261400003,2017,9,14,7,0,4,3,1
185422_2017,u284p0t,11.564887250000027,48.16795954600008,2017,11,7,5,1,4,3,1
185973_2017,u284p0t,11.565091333000055,48.16787715000004,2017,11,22,2,1,5,3,1
171379_2018,u284p0t,11.564886625000042,48.16794296400008,2018,1,9,6,0,5,3,1
172113_2018,u284p0t,11.564736137000068,48.16800085000007,2018,1,17,5,0,5,3,1
175221_2018,u284p0t,11.564955872000036,48.167658889000045,2018,4,20,7,0,3,6,1
175313_2018,u284p0t,11.564766908000026,48.16786749600004,2018,4,9,2,1,5,3,1
177701_2018,u284p0t,11.564886191000028,48.16793147900006,2018,5,7,3,0,6,4,1
180067_2018,u284p0t,11.564712671000054,48.168004358000076,2018,6,16,7,0,3,2,1
181128_2018,u284p0t,11.564981815000069,48.16797965100005,2018,6,14,7,0,5,7,1
207074_2019,u284p0t,11.565050753000035,48.16788335800004,2019,4,12,6,0,4,3,1
208704_2019,u284p0t,11.564961888000028,48.167712522000045,2019,5,16,1,0,2,6,1
212379_2019,u284p0t,11.564695894000067,48.168006865000045,2019,7,15,6,0,5,2,1
214019_2019,u284p0t,11.564981364000065,48.167965385000066,2019,7,19,3,0,4,3,1
214230_2019,u284p0t,11.565030865000038,48.16788800000007,2019,7,8,6,0,5,2,1
214382_2019,u284p0t,11.565015441000073,48.16789159900002,2019,8,16,6,0,5,2,1
214495_2019,u284p0t,11.56470868200006,48.168004954000025,2019,7,16,3,0,5,2,1
216846_2019,u284p0t,11.565636238000026,48.167838345000064,2019,9,12,2,0,0,4,1
221103_2019,u284p0t,11.564885533000052,48.16791403200006,2019,11,17,3,0,2,6,1
168010_2017,u283bzn,11.643086232000027,48.15974895100004,2017,1,20,5,1,2,2,1
168039_2017,u284nrf,11.528232624000056,48.207400369000034,2017,1,18,4,2,8,1,1
216955_2019,u284nrf,11.528247002000056,48.207441092000074,2019,9,13,1,0,0,6,1
168064_2017,u281zhj,11.564761621000061,48.14251543000007,2017,1,22,3,2,5,3,1
171341_2017,u281zhj,11.565746916000025,48.143300609000036,2017,4,12,1,0,1,5,1
173768_2017,u281zhj,11.565319049000035,48.143454007000074,2017,5,18,3,0,5,7,1
185415_2017,u281zhj,11.56472835300002,48.14252597300003,2017,11,23,5,0,0,7,1
172078_2018,u281zhj,11.565751948000074,48.14329912100004,2018,1,11,3,0,1,5,1
183561_2018,u281zhj,11.564761621000061,48.14251543000007,2018,7,13,3,0,0,1,1
210092_2019,u281zhj,11.565276656000036,48.143393118000056,2019,6,7,6,0,6,3,1
212710_2019,u281zhj,11.565659440000047,48.14220614400006,2019,7,12,2,0,1,5,1
218537_2019,u281zhj,11.565336184000044,48.14342208100004,2019,10,19,5,0,1,7,1
221155_2019,u281zhj,11.565336184000044,48.14342208100004,2019,11,12,6,0,3,2,1
221434_2019,u281zhj,11.565665272000047,48.14220171200002,2019,12,19,5,0,5,3,1
168085_2017,u281zd3,11.581696318000073,48.13350908400008,2017,1,16,5,0,6,7,1
184541_2017,u281zd3,11.581876908000028,48.133683043000076,2017,10,17,3,0,6,2,1
181130_2018,u281zd3,11.58123661700006,48.13376209000007,2018,6,14,7,0,0,5,1
181750_2018,u281zd3,11.581296720000068,48.13322910500007,2018,7,1,3,0,0,1,1
168086_2017,u284r0h,11.563271179000024,48.20880145900002,2017,1,20,5,0,4,6,1
169710_2017,u284r0h,11.563271179000024,48.20880145900002,2017,3,9,5,1,5,3,1
169980_2017,u284r0h,11.563320773000045,48.20821319900006,2017,3,10,4,0,2,6,1
173946_2017,u284r0h,11.563242371000054,48.208766705000066,2017,5,22,7,0,5,2,1
181379_2017,u284r0h,11.563376982000024,48.208807587000074,2017,8,11,7,0,3,3,1
185279_2017,u284r0h,11.563995893000026,48.20884342600005,2017,10,22,3,0,2,6,1
186043_2017,u284r0h,11.563322460000052,48.20880442900005,2017,11,13,1,0,5,3,1
187174_2017,u284r0h,11.563239844000066,48.20878454000007,2017,12,21,6,1,5,3,1
173693_2018,u284r0h,11.563372659000034,48.20880733600006,2018,3,18,1,0,1,6,1
174388_2018,u284r0h,11.563119082000073,48.20830162200007,2018,3,15,7,0,4,7,1
185069_2018,u284r0h,11.563322460000052,48.20880442900005,2018,8,15,2,0,1,6,1
206705_2019,u284r0h,11.564265962000036,48.20885906400008,2019,4,16,7,0,0,7,1
213385_2019,u284r0h,11.56375756500006,48.20882962500008,2019,7,14,5,0,1,7,1
215675_2019,u284r0h,11.563253038000028,48.208691395000066,2019,8,10,1,0,5,3,1
222547_2019,u284r0h,11.563382774000047,48.20880792200006,2019,12,16,7,0,3,2,1
168087_2017,u281z7x,11.578504904000056,48.13952035600005,2017,1,21,5,2,6,7,1
175751_2017,u281z7x,11.578464628000065,48.139423995000065,2017,6,22,4,0,5,3,1
190900_2018,u281z7x,11.578329953000035,48.13943127800008,2018,11,0,1,1,0,7,1
168088_2017,u2860ru,11.618766776000028,48.207197892000075,2017,1,12,5,0,4,2,1
170793_2017,u2860ru,11.618647839000065,48.20741681400006,2017,3,21,7,0,3,6,1
172972_2018,u2860ru,11.618765365000055,48.20719638500003,2018,2,9,4,0,5,2,1
173934_2018,u2860ru,11.618365908000046,48.20699387900004,2018,3,11,3,0,7,7,1
175488_2018,u2860ru,11.618320673000028,48.20749416600006,2018,4,7,6,0,5,3,1
208634_2019,u2860ru,11.61850301900006,48.207092302000035,2019,5,16,2,1,5,3,1
222563_2019,u2860ru,11.618771204000039,48.20719868700007,2019,12,14,6,1,5,2,1
168089_2017,u284j53,11.471528862000072,48.18246036200003,2017,1,15,5,1,1,7,1
171536_2017,u284j53,11.47236971800004,48.18248374300003,2017,4,18,7,0,5,3,1
181173_2017,u284j53,11.471635120000027,48.182462930000035,2017,8,11,6,0,3,6,1
206463_2019,u284j53,11.471622271000054,48.18246277600008,2019,4,11,4,0,6,7,1
216018_2019,u284j53,11.472369192000036,48.182511149000035,2019,8,19,4,0,0,1,1
168090_2017,u281zd6,11.58351125300004,48.13314811800007,2017,1,19,5,1,1,6,1
178975_2017,u281zd6,11.583021122000046,48.13351101400009,2017,7,11,6,0,0,7,1
180524_2017,u281zd6,11.583007568000028,48.13352994800005,2017,8,14,1,0,0,1,1
183373_2017,u281zd6,11.583122412000025,48.133372681000026,2017,10,17,3,0,0,4,1
187246_2017,u281zd6,11.582631993000064,48.133831146000034,2017,12,7,2,0,6,4,1
172910_2018,u281zd6,11.583245071000025,48.13321349100005,2018,2,16,2,1,6,4,1
179879_2018,u281zd6,11.583498939000034,48.13316306400004,2018,6,18,5,0,0,1,1
188897_2018,u281zd6,11.582405571000038,48.133757159000034,2018,10,10,7,0,0,7,1
190646_2018,u281zd6,11.583691532000046,48.13299503700007,2018,11,8,4,0,0,5,1
215107_2019,u281zd6,11.583473044000073,48.13319449600005,2019,8,8,4,0,5,4,1
168128_2017,u281ye1,11.537501220000026,48.137099042000045,2017,1,8,4,2,5,3,1
178028_2018,u281ye1,11.537490583000025,48.13704133500005,2018,5,11,6,0,6,4,1
217736_2019,u281ye1,11.537441827000064,48.136763250000065,2019,9,11,5,0,6,4,1
168129_2017,u2845cb,11.415549223000028,48.17493049300003,2017,1,10,4,2,5,3,1
168130_2017,u284r05,11.562920404000067,48.20877096700008,2017,1,20,4,1,5,3,1
186185_2018,u284r05,11.56270386500006,48.20874938200007,2018,9,13,6,0,3,6,1
214229_2019,u284r05,11.563064145000055,48.208689849000045,2019,7,13,6,0,5,2,1
168131_2017,u281y2p,11.534960444000035,48.12135988500007,2017,1,12,4,1,5,3,1
182685_2018,u281y2p,11.534765521000054,48.12043971100008,2018,7,21,4,0,5,3,1
184588_2018,u281y2p,11.534563712000024,48.12138816500004,2018,8,20,6,0,5,7,1
185297_2018,u281y2p,11.534765521000054,48.12043971100008,2018,8,14,2,0,5,3,1
189193_2018,u281y2p,11.534717629000056,48.12023302400007,2018,10,8,2,0,5,3,1
168133_2017,u281vf8,11.502873775000069,48.134379168000066,2017,1,20,4,1,2,6,1
175361_2018,u281vf8,11.503020201000028,48.135027868000066,2018,4,8,6,0,3,6,1
178168_2018,u281vf8,11.503017957000056,48.13491168600007,2018,5,17,5,0,0,7,1
215890_2019,u281vf8,11.502867848000053,48.13414502200003,2019,8,13,6,0,3,6,1
220678_2019,u281vf8,11.50301429600006,48.13472218300007,2019,11,13,7,0,3,6,1
168135_2017,u281zcn,11.600040228000069,48.125687767000045,2017,1,19,4,1,6,7,1
175120_2017,u281zcn,11.60007285200004,48.12571007400003,2017,5,8,4,0,5,2,1
175562_2017,u281zcn,11.600053519000028,48.125696855000065,2017,6,8,6,0,3,6,1
175627_2017,u281zcn,11.600133745000052,48.12584269300004,2017,6,0,5,0,5,3,1
181215_2017,u281zcn,11.599591948000068,48.12621808200004,2017,8,14,3,0,6,7,1
203751_2019,u281zcn,11.600093641000054,48.12587074100002,2019,1,20,2,1,6,7,1
207814_2019,u281zcn,11.600152556000069,48.12582953800006,2019,5,10,7,0,2,6,1
168136_2017,u283b08,11.601631733000033,48.12408421300006,2017,1,18,4,1,2,6,1
177494_2017,u283b08,11.602198806000047,48.12393924200006,2017,7,7,6,0,3,6,1
177496_2017,u283b08,11.60220206300005,48.123941619000036,2017,7,15,6,0,3,2,1
178708_2017,u283b08,11.602005413000029,48.12381281000007,2017,7,15,3,0,5,2,1
180881_2017,u283b08,11.601967403000062,48.123824925000065,2017,8,8,4,0,5,3,1
184577_2017,u283b08,11.602132210000036,48.12389064300004,2017,10,18,3,1,4,2,1
171962_2018,u283b08,11.602125551000027,48.12388571800005,2018,1,7,6,1,6,4,1
174100_2018,u283b08,11.602201673000026,48.12394074500002,2018,3,7,6,1,3,6,1
174978_2018,u283b08,11.602196293000073,48.123936856000064,2018,4,8,5,0,5,2,1
179861_2018,u283b08,11.602138879000053,48.12389535300008,2018,6,8,3,0,4,2,1
181245_2018,u283b08,11.602221668000029,48.12395519800003,2018,7,7,5,0,3,2,1
204508_2019,u283b08,11.602202103000026,48.123941055000046,2019,2,18,3,0,3,2,1
213676_2019,u283b08,11.602326159000027,48.12403073100006,2019,7,6,3,0,1,7,1
216279_2019,u283b08,11.602116165000036,48.12387893400006,2019,9,10,1,0,4,2,1
221105_2019,u283b08,11.602308555000036,48.12374871000002,2019,11,9,3,0,5,2,1
168169_2017,u281zef,11.582854499000065,48.14143248000005,2017,1,14,3,0,2,6,1
182211_2017,u281zef,11.58282858800004,48.14117081300003,2017,9,17,2,0,5,3,1
177683_2018,u281zef,11.583299381000076,48.14155922500004,2018,5,6,5,1,5,2,1
180761_2018,u281zef,11.582677658000026,48.14120139400006,2018,6,8,4,0,4,3,1
181214_2018,u281zef,11.582951703000047,48.141193834000035,2018,7,16,3,0,2,6,1
181389_2018,u281zef,11.583256139000072,48.141172327000035,2018,7,19,4,0,5,3,1
204848_2019,u281zef,11.583272565000069,48.141558349000036,2019,2,17,2,0,3,2,1
214418_2019,u281zef,11.583271983000033,48.141558330000066,2019,7,18,4,0,4,2,1
219043_2019,u281zef,11.583244585000045,48.141557434000035,2019,10,15,6,0,3,2,1
220866_2019,u281zef,11.583249822000028,48.14155760500007,2019,11,9,3,1,4,2,1
168170_2017,u284jg7,11.507869312000023,48.18317027800003,2017,1,5,3,1,6,2,1
179593_2017,u284jg7,11.507345196000076,48.18254553100007,2017,8,18,4,0,0,7,1
185105_2017,u284jg7,11.507844164000065,48.18318106700008,2017,11,18,1,1,6,4,1
204141_2019,u284jg7,11.507890953000073,48.18304088600007,2019,2,16,6,0,6,4,1
209684_2019,u284jg7,11.507284686000045,48.182490610000066,2019,6,7,3,0,2,6,1
209696_2019,u284jg7,11.508062422000025,48.18320132400004,2019,6,14,3,0,5,2,1
168171_2017,u281v0h,11.475224919000027,48.12063439200006,2017,1,15,3,1,0,7,1
177903_2017,u281v0h,11.475668288000064,48.12085962700007,2017,7,11,7,0,5,3,1
178449_2017,u281v0h,11.475706537000065,48.12088005100002,2017,7,19,7,0,5,3,1
185885_2017,u281v0h,11.475668288000064,48.12085962700007,2017,11,8,6,0,5,3,1
208181_2019,u281v0h,11.475687064000056,48.12086965300006,2019,5,17,5,0,5,3,1
208739_2019,u281v0h,11.475729537000065,48.12089233200004,2019,5,21,7,0,5,3,1
168173_2017,u283bg9,11.636265045000071,48.14029253800004,2017,1,11,3,1,5,3,1
191811_2018,u283bg9,11.636291115000065,48.140292276000025,2018,12,6,3,1,5,3,1
211235_2019,u283bg9,11.636237651000044,48.140292814000084,2019,6,5,4,0,4,2,1
217432_2019,u283bg9,11.63646809100004,48.140517439000064,2019,9,6,2,0,5,3,1
221490_2019,u283bg9,11.636394932000027,48.140419122000026,2019,12,17,4,0,5,3,1
168174_2017,u281yup,11.556248654000056,48.14213274700006,2017,1,10,3,1,5,2,1
179600_2017,u281yup,11.55625937900004,48.14215821600004,2017,8,17,4,0,3,7,1
172768_2018,u281yup,11.556661878000055,48.14322445000005,2018,2,18,7,1,6,6,1
180457_2018,u281yup,11.556656412000052,48.14321449900008,2018,6,9,3,0,2,6,1
189484_2018,u281yup,11.556302092000067,48.14224490600003,2018,10,21,6,0,5,2,1
217592_2019,u281yup,11.556367320000048,48.14237729600006,2019,9,19,6,0,2,6,1
168211_2017,u281z5c,11.560204080000062,48.14131306300004,2017,1,14,2,2,2,6,1
170553_2017,u281z5c,11.560175946000072,48.14131923700006,2017,3,20,7,1,0,4,1
172830_2017,u281z5c,11.559241532000046,48.141251127000025,2017,5,23,6,0,6,4,1
176761_2017,u281z5c,11.559566196000047,48.14145305400008,2017,6,7,3,1,6,7,1
184178_2018,u281z5c,11.559300147000046,48.141510687000036,2018,8,17,3,1,6,4,1
